"time","ref_xo","ref_xo_sod","hs_0.5ul","hs_1ul","hs_5ul","hs_7ul","hs_9ul"
0.0008333333535,0.001737000537,0.0350911729,0.04280773923,0.03632016852,0.02191273123,0.008658527397,0.009459192865
0.002499999944,0.001946502132,0.03457358479,0.04288728163,0.0360785909,0.02189590782,0.007338957395,0.009535631165
0.004166666884,0.001527989632,0.0346345827,0.0424663201,0.03512359038,0.02248945273,0.008527910337,0.009339046665
0.005833333824,0.002403706312,0.03432835266,0.04272812977,0.03513787687,0.02223037928,0.007998003624,0.008959225379
0.007500000298,0.001391448895,0.03452481329,0.04230413213,0.03487448767,0.02204525843,0.007815212943,0.009204179049
0.009166667238,0.001434274018,0.03391985968,0.04246203974,0.0346403569,0.02206105553,0.007899797522,0.008864446543
0.01083333418,0.002315630903,0.03378671035,0.0419860892,0.03485471383,0.02206029184,0.007672017906,0.009613564238
0.01250000019,0.002310790354,0.0340080075,0.04222330078,0.03447374701,0.02225422114,0.008398863487,0.009142313153
0.01416666713,0.002599545289,0.03375987709,0.04207414761,0.03467063606,0.02224512026,0.007298442069,0.009411680512
0.01583333313,0.00233197445,0.03403824195,0.04161269218,0.03351986036,0.022408057,0.007736837026,0.009343648329
0.01750000007,0.002080226317,0.03340025246,0.04177203402,0.03388078883,0.02198284306,0.007962752134,0.008969213814
0.01916666701,0.001692430465,0.033964701,0.04174721241,0.03353697434,0.02183073573,0.007851269096,0.00967724435
0.02083333395,0.002378145931,0.03343164548,0.04158788174,0.03282681853,0.02168812416,0.007544647437,0.009322648868
0.02249999903,0.002764913486,0.0338752754,0.04113445804,0.03305622935,0.02166349813,0.008139908314,0.008990328759
0.02416666597,0.002054763027,0.03327637166,0.0410075821,0.03193704784,0.02203011699,0.007716626395,0.009414273314
0.02583333291,0.002728547435,0.03270979971,0.04130939394,0.03225046396,0.02160559967,0.007406518329,0.00912309438
0.02749999985,0.002496095141,0.03290999681,0.04096590728,0.03168191388,0.02188066207,0.007222949527,0.009460171685
0.02916666679,0.002564364811,0.0329743661,0.04122581333,0.03168041259,0.0217851717,0.008946752176,0.009717321023
0.03083333187,0.002116694115,0.03283829242,0.04096348956,0.03149005026,0.02171822079,0.007745744195,0.008952090517
0.03249999881,0.003512055613,0.03242336214,0.04036314413,0.03068668023,0.0215982534,0.006835374981,0.009561509825
0.03416666761,0.002025946276,0.03341803327,0.04042021558,0.03155262023,0.0219440423,0.008025743067,0.00916557759
0.03583333269,0.003019691678,0.03208777681,0.04029477388,0.03201027587,0.02207595296,0.007018674631,0.008647700772
0.03750000149,0.002468420658,0.03280448541,0.04048147425,0.03056762554,0.02161463164,0.007439327892,0.009024738334
0.03916666657,0.002022539265,0.03168478236,0.04057278112,0.03150104359,0.02164649218,0.007087027188,0.008773414418
0.04083333537,0.002305950038,0.03287805244,0.04013810307,0.03076341935,0.02184159681,0.008140699938,0.008963981643
0.04250000045,0.001929107006,0.03138772026,0.04008827731,0.03011595644,0.02210659347,0.006825618912,0.008801519871
0.04416666552,0.002815481974,0.03186809644,0.04006434605,0.0296332445,0.02249566838,0.006817388348,0.009545898065
0.04583333433,0.001598081784,0.03242662549,0.03983299062,0.02966932952,0.02159534395,0.007011992391,0.009354519658
0.0474999994,0.002000278095,0.03100441955,0.03987072781,0.02998538315,0.02157020569,0.007413259242,0.009297021665
0.04916666821,0.002126527019,0.03126686066,0.03940820694,0.0296194721,0.02132029831,0.006466511171,0.008798507974
0.05083333328,0.00171358441,0.03132970631,0.03951899335,0.02928662673,0.02163887396,0.006738640368,0.009158175439
0.05249999836,0.001563917613,0.03098139912,0.03976067528,0.02968853898,0.02118918858,0.007605364546,0.009714541957
0.05416666716,0.001935919398,0.03095929883,0.0390781723,0.02943405509,0.02160829306,0.006504951976,0.009074904956
0.05583333224,0.001789762871,0.03106861748,0.03947317973,0.0285634771,0.02144641802,0.006610202603,0.008915334009
0.05750000104,0.001449104049,0.03046881966,0.03923460096,0.02818801627,0.02118342742,0.006266347133,0.0098298667
0.05916666612,0.002101971302,0.03058895655,0.0389820002,0.02793281153,0.02167759463,0.006121850573,0.008697954938
0.0608333312,0.00194065168,0.03040395863,0.03879996017,0.02880945615,0.02179088816,0.006050683092,0.009284803644
0.0625,0.001791322487,0.03025253862,0.03892814368,0.02826696821,0.02137941122,0.006240059622,0.009183503687
0.06416666508,0.002043527318,0.03023807891,0.03883607686,0.02771489136,0.02155646868,0.006097304169,0.008593253791
0.0658333376,0.00228193053,0.03061409481,0.03850710019,0.02773611061,0.02125203423,0.006064963061,0.008901119232
0.06750000268,0.001996663399,0.02960500494,0.03825531527,0.02760862187,0.02167217806,0.005796587095,0.008801652119
0.06916666776,0.001254535746,0.02975808643,0.03852497786,0.02739183046,0.02154672891,0.005353042856,0.008306212723
0.07083333284,0.002070264425,0.02964022942,0.03814575449,0.02723373845,0.02109232917,0.005764373112,0.008483799174
0.07250000536,0.001274837647,0.03011002019,0.03809743002,0.02663282305,0.02142482437,0.006198464893,0.008677065372
0.07416667044,0.001709894161,0.0296762865,0.03792276606,0.0268024262,0.02116806991,0.006364263594,0.008650367148
0.07583333552,0.001146629918,0.03016884252,0.03805097193,0.0263633728,0.02125592157,0.005696018692,0.008622218855
0.0775000006,0.001872661989,0.02945588529,0.03766471148,0.02646414004,0.02099470422,0.00602590479,0.00862797536
0.07916666567,0.002390170936,0.02945790626,0.03783057258,0.02610912733,0.02113510296,0.005760333501,0.009027540684
0.0808333382,0.002606107853,0.02981680632,0.03749462217,0.02659418248,0.02104325593,0.006241083611,0.008670093492
0.08250000328,0.002562958747,0.02885083854,0.03781775013,0.02589385211,0.02126078866,0.006141225807,0.008163198829
0.08416666836,0.001687960699,0.02897387743,0.03732231632,0.02584340796,0.02105184086,0.005245109554,0.007896898314
0.08583333343,0.001513260766,0.02926273085,0.03761076555,0.02575286664,0.02110086195,0.005354012828,0.008579735644
0.08749999851,0.0009488505311,0.02864307724,0.03711912036,0.02609477751,0.02112714015,0.005205967929,0.008577174507
0.08916667104,0.002878929023,0.02841943875,0.03711410239,0.02684733644,0.02131771669,0.005383627489,0.008406121284
0.09083333611,0.00288130017,0.02848502621,0.03697909415,0.02531893365,0.02092904225,0.005770721473,0.009265260771
0.09250000119,0.00185383996,0.02898389474,0.03725600243,0.02580145933,0.02113042958,0.005228236783,0.008813591674
0.09416666627,0.002049587201,0.02885379829,0.03702687472,0.02466366813,0.0213691052,0.005868264008,0.009064886719
0.09583333135,0.001684452523,0.02824884467,0.03697709367,0.02385684475,0.02102122083,0.006586496253,0.008869572543
0.09750000387,0.001123998314,0.02837685309,0.0369284749,0.02545813099,0.02084076963,0.005511598196,0.008404115215
0.09916666895,0.001781627187,0.02789444104,0.03661651164,0.02481213957,0.02122074738,0.005883036181,0.008312545717
0.100833334,0.002108240267,0.02788952738,0.03674774244,0.02382118441,0.02041149698,0.005648443941,0.008846693672
0.1024999991,0.002005349146,0.02820315398,0.03698129207,0.02490643226,0.020806171,0.005435078871,0.00845687557
0.1041666642,0.001199060935,0.02760175243,0.03696968034,0.02443084307,0.02071507089,0.005012380891,0.008677751757
0.1058333367,0.002496772213,0.02703412995,0.03666058928,0.02422646992,0.02098497748,0.004870787263,0.008224662393
0.1075000018,0.001303734374,0.02719259076,0.03641130775,0.02402435429,0.02072131634,0.006113633048,0.008240649477
0.1091666669,0.001408251235,0.0268774908,0.03679921478,0.02339360304,0.02057277039,0.005693343468,0.008151724935
0.1108333319,0.001127839321,0.02696435526,0.03630710766,0.02395921946,0.02067442797,0.005409837235,0.008642419241
0.112499997,0.00198204862,0.02741658874,0.03673720732,0.02473200485,0.0209030211,0.005832607858,0.008834857494
0.1141666695,0.002101191087,0.02706983499,0.0360792391,0.02358277142,0.02066237479,0.004331203178,0.008376510814
0.1158333346,0.001758338651,0.02751875855,0.03632695228,0.02312945761,0.02052248083,0.004234031308,0.007652679458
0.1174999997,0.001264556777,0.02662723698,0.03574759141,0.02272999473,0.02053691819,0.004497545771,0.007870300673
0.1191666648,0.001448246883,0.02681476064,0.0356146656,0.02380352095,0.02061193809,0.005715610925,0.008442015387
0.1208333299,0.001751633012,0.02720482647,0.03572482616,0.02260628529,0.02094246261,0.005122037139,0.007835507393
0.1225000024,0.002647125628,0.02741041407,0.03563048691,0.02334418707,0.02028890699,0.004503587727,0.008292571642
0.1241666675,0.003245591419,0.02640694566,0.0355591774,0.02286282741,0.02035268024,0.005429574288,0.00849654898
0.1258333325,0.002766606864,0.02601179667,0.03530684859,0.02238066494,0.02066052891,0.004231835715,0.008143864572
0.1274999976,0.002100384794,0.02648276649,0.03537353873,0.02195074037,0.02019767091,0.004056998063,0.008376827464
0.1291666627,0.00189151091,0.0261609219,0.03514873981,0.02232305147,0.02039744332,0.004306757823,0.008274894208
0.1308333427,0.001993984915,0.02585011162,0.03538157046,0.02223959006,0.02048131265,0.004590250552,0.008283336647
0.1325000077,0.002684344305,0.02630817145,0.03496223688,0.02305364795,0.02059801295,0.004007460549,0.008178260177
0.1341666728,0.002289138967,0.02634667791,0.03483507782,0.02214677259,0.01994223893,0.004172790796,0.00847954955
0.1358333379,0.001496220706,0.02582549676,0.03496470675,0.02196783945,0.02023024112,0.004469953012,0.008191581815
0.137500003,0.00197827816,0.0272327736,0.03514643759,0.02207557112,0.01997405663,0.004865133204,0.008245529607
0.1391666681,0.00156771054,0.02525922842,0.03478689492,0.02188583463,0.02036475204,0.004148223437,0.00839266181
0.1408333331,0.0011765823,0.02601185068,0.03473888338,0.02147173882,0.01997254044,0.005683166906,0.008132760413
0.1424999982,0.001686375588,0.02526520938,0.03457414359,0.02091222815,0.01998844929,0.004364199936,0.008442596532
0.1441666782,0.001710050041,0.02623163909,0.03428854421,0.02137348242,0.02036269009,0.004256616347,0.008313337341
0.1458333284,0.002533509396,0.02651440725,0.034228798,0.02088025957,0.02049892396,0.004508243408,0.00768432254
0.1475000083,0.001991800498,0.02598939836,0.03433560953,0.02161367983,0.02034581639,0.0044181454,0.007772676181
0.1491666585,0.002375152661,0.02545107715,0.0343176797,0.02047748677,0.01999525353,0.004926392809,0.007435667794
0.1508333385,0.001950246515,0.02568293922,0.03444107249,0.0210873019,0.02033710852,0.004868405405,0.008037028834
0.1525000036,0.001665430842,0.0251499638,0.03397542238,0.02043979615,0.02019314282,0.003969997633,0.007879052311
0.1541666687,0.004009628668,0.02514741383,0.03379787505,0.02147467621,0.02016928047,0.003663178766,0.007891414687
0.1558333337,0.001934021246,0.02518918924,0.03426543623,0.02057589218,0.02002108656,0.003620916279,0.007652626839
0.1574999988,0.002149523236,0.02511430718,0.03396170586,0.02005255781,0.01986004412,0.003838536795,0.008255264722
0.1591666639,0.001700174646,0.02464150265,0.03410216048,0.01971190237,0.01998232491,0.004030295182,0.007789226715
0.1608333439,0.001318508061,0.02482685819,0.03354734927,0.02042286657,0.0198939722,0.00379072153,0.008069332689
0.162499994,0.001658986439,0.02494884469,0.03332754597,0.01966477185,0.02009964921,0.003448933596,0.007806963753
0.164166674,0.002125928644,0.02436030842,0.03385095671,0.01963256858,0.01995641366,0.0036821838,0.007867611945
0.1658333242,0.001695964718,0.02434982173,0.03348116204,0.01987557113,0.01999983378,0.004202482291,0.008026059717
0.1675000042,0.002468186431,0.02417657524,0.03364590928,0.01948445104,0.02002767287,0.003930683248,0.007798345294
0.1691666692,0.001666028402,0.02435149066,0.03338238969,0.01991145127,0.01979092509,0.003172103781,0.007602361031
0.1708333343,0.001882281271,0.0237546321,0.0333782807,0.01892416738,0.0200683102,0.003681844333,0.00789036043
0.1724999994,0.002539367881,0.02438267693,0.03317549452,0.02029357292,0.01960656978,0.003948393743,0.007323872298
0.1741666645,0.002283466049,0.0240246281,0.03324867785,0.01922340132,0.01990960911,0.003912033048,0.007842281833
0.1758333296,0.002223462332,0.02447991818,0.03361133859,0.01935917139,0.01981818117,0.003076911671,0.007988116704
0.1775000095,0.002031615935,0.02478201874,0.03332273662,0.01959592663,0.01955086738,0.003058558796,0.007567247376
0.1791666597,0.001856101677,0.0231839288,0.03349315748,0.01894612424,0.01956770942,0.003197867423,0.008181478828
0.1808333397,0.001611202606,0.02393241413,0.03304919228,0.01919832081,0.01983080804,0.00353880506,0.007640823722
0.1824999899,0.002668612637,0.02342198789,0.03309729323,0.01834246516,0.02019357681,0.003346794052,0.00751159247
0.1841666698,0.002278391505,0.02365588583,0.03286057338,0.01827234402,0.01960472763,0.00376338209,0.007449176628
0.1858333349,0.001328868093,0.02360479906,0.03305005655,0.01885963045,0.01960407943,0.003241966246,0.008057624102
0.1875,0.001908124541,0.02307794243,0.03259144723,0.01834249124,0.01958893985,0.003567878855,0.007554471958
0.1891666651,0.001729255659,0.02323321812,0.03273960948,0.01804855838,0.01955836825,0.003622143297,0.00726358965
0.1908333302,0.001982776681,0.02302815206,0.03259493411,0.01772319525,0.0197286699,0.003316665534,0.007338641677
0.1924999952,0.002541581169,0.02366017736,0.03235837817,0.01787931845,0.01937584393,0.003155024489,0.007093052845
