"time","wt_sol","wt_sol_sod","mut_sol_sod","mut_sol","neg_sol","wt_lipo","wt_lipo_sod","mut_lipo","mut_lipo_sod","neg_lipo"
0.0008333333535,0.08756686747,0.09962084889,0.08633615822,0.06341429055,-0.01783509739,0.103913188,0.08275203407,0.0897153914,0.08463812619,-0.01433155127
0.002499999944,0.08717495203,0.0987881422,0.08572632074,0.06287332624,-0.01829993725,0.1050091237,0.08308038861,0.08934941888,0.08401354402,-0.01413995959
0.004166666884,0.08738955855,0.09896375984,0.08565773815,0.06276069582,-0.0178368371,0.1047060415,0.08290725201,0.09009771794,0.08396375924,-0.01352588646
0.005833333824,0.08749096096,0.09917620569,0.08536495268,0.06283883005,-0.01828529313,0.1041182652,0.08271210641,0.08901794255,0.08383651823,-0.0124042742
0.007500000298,0.08695058525,0.09983472526,0.08482718468,0.06261445582,-0.01828003302,0.1032930166,0.08284907788,0.08882130682,0.0837558955,-0.01281982102
0.009166667238,0.08809561282,0.09916875511,0.08489941061,0.0630581677,-0.01828539371,0.104922995,0.08284315467,0.08946677297,0.08374810964,-0.01436120458
0.01083333418,0.08685496449,0.09878115356,0.08803610504,0.06309178472,-0.01849704608,0.1035067737,0.08338750899,0.08929555118,0.08425660431,-0.01446317136
0.01250000019,0.08723602444,0.09866265208,0.0864045918,0.06255403161,-0.01850046776,0.1041533053,0.08245516568,0.08921737969,0.08354476839,-0.01384248491
0.01416666713,0.08749881387,0.09878752381,0.08546551317,0.06268075109,-0.01834068634,0.1040367782,0.08273412287,0.08861462027,0.08287272602,-0.01368945651
0.01583333313,0.08703648299,0.09896906465,0.08531183749,0.0626668781,-0.01811038703,0.1041399464,0.08258666843,0.08820352703,0.08336091042,-0.0122404201
0.01750000007,0.08704825491,0.09922327846,0.08447794616,0.06278935075,-0.01804999821,0.103687562,0.08286445588,0.08904419094,0.08413552493,-0.01240130514
0.01916666701,0.08704511821,0.098610349,0.08606911451,0.06244358048,-0.01817851141,0.1044337824,0.08272948861,0.08882775158,0.08280775696,-0.01410036813
0.02083333395,0.08745483309,0.09893030673,0.08601647615,0.06242657453,-0.01843691058,0.1047533154,0.08231434971,0.08884254843,0.0830417797,-0.01392010693
0.02249999903,0.08667267114,0.09925317019,0.08514086157,0.06220504642,-0.01845462434,0.1036505625,0.08221198618,0.08861684799,0.08421147615,-0.01370104495
0.02416666597,0.08655250072,0.09886796027,0.08506131917,0.06252036989,-0.01762655377,0.1048493311,0.08235687017,0.08916079253,0.08416374028,-0.01447544061
0.02583333291,0.08740991354,0.09878024459,0.08508017659,0.06245712191,-0.01687763073,0.1027724147,0.08258225769,0.08964365721,0.08405435085,-0.01366713271
0.02749999985,0.087023139,0.0984461084,0.08523698151,0.062930502,-0.0179421138,0.1033607349,0.08264923096,0.08840220422,0.08376091719,-0.01408708654
0.02916666679,0.08667497337,0.0990864113,0.08502208441,0.06248862669,-0.01714437082,0.104894422,0.08238428086,0.08878414333,0.08508203924,-0.01421858091
0.03083333187,0.08715824783,0.09947291762,0.08524448425,0.06265667826,-0.01762048714,0.1040049046,0.08210974187,0.08873479813,0.0823019594,-0.01408904139
0.03249999881,0.08682648093,0.09852801263,0.08643573523,0.0625365153,-0.01847754605,0.1031943262,0.0828654319,0.0887298435,0.08351844549,-0.01336466428
0.03416666761,0.08644000441,0.09890602529,0.08543343097,0.06294067949,-0.01846583746,0.1031291932,0.08220110089,0.08847738057,0.0838123709,-0.01385692693
0.03583333269,0.08728342503,0.09897822887,0.08513730019,0.06249795109,-0.01844301261,0.1032073274,0.08221761882,0.08857805282,0.0826824531,-0.01337841991
0.03750000149,0.0867851004,0.09900826961,0.08514130116,0.06239094958,-0.01811947301,0.1045975015,0.08213207126,0.08901070058,0.08311481029,-0.01413880754
0.03916666657,0.08748073876,0.09890472889,0.08601757884,0.06271953881,-0.01803480089,0.1036390886,0.08247410506,0.08908286691,0.08324366063,-0.01428811997
