"wavelength","dsred_5ul","dsred_5ul_cu","dsred_5ul_cu_edta","lipo_uncleaved_100ul","lipo_uncleaved_100ul_cu","lipo_uncleaved_100ul_cu_edta","lipo_cleaved_100ul","lipo_cleaved_100ul_cu","lipo_cleaved_100ul_cu_edta","lipo_cleaved_275ul","lipo_cleaved_275ul_2","lipo_cleaved_275ul_cu","lipo_cleaved_275ul_cu_edta","lipo_uncleaved_275ul","lipo_uncleaved_275ul_cu","lipo_uncleaved_275ul_cu_edta"
624.9199829,46.16454315,5.539481163,42.90299988,20.41848183,1.040084839,14.7485218,4.818426609,-1.716776848,3.106620312,12.42819786,13.53817368,-0.3396317959,7.321391582,42.01464844,4.991575718,35.35004807
625.9400024,45.42619705,5.578905106,42.06995392,18.57442093,1.134110928,14.82064438,4.347534657,-2.163467407,2.982708454,13.47241402,13.22300911,-1.095413923,7.538973331,40.69231796,4.585665226,33.16806412
626.9500122,45.73080444,5.121294022,40.92963028,19.03559494,1.154438496,14.44917488,4.154117107,-2.06295085,2.969007492,12.46404839,12.65921593,-0.673406601,7.611959934,39.76879883,4.653419018,33.4738121
627.9699707,44.25769043,4.991556644,40.59954453,18.11409378,0.8981347084,12.78378677,4.141771793,-1.97386694,2.187284946,12.02542496,11.60008812,-0.7942793369,6.62012434,37.8343544,4.013059139,32.20131302
628.8400269,43.92822266,5.01222229,39.3451004,17.26755333,0.7313861847,13.06342506,3.419393539,-2.103048563,2.946913242,10.80428505,11.7747345,-1.118439198,6.168292522,35.67776871,3.525654316,32.08129883
629.8499756,42.97979736,4.691030502,38.65550613,17.69862556,0.8248624802,12.52685165,3.896135807,-1.797203064,1.901236057,11.37888718,11.35834503,-0.8122065067,6.484265804,34.56597137,3.864667416,30.36290932
630.8599854,40.8118248,4.910867691,37.77396393,15.98768044,0.3628950119,12.10944176,3.696185112,-2.542017937,2.283724785,10.86464691,10.68660736,-1.163681507,5.675236225,35.28663254,3.833616734,29.54424858
631.8800049,39.98552704,4.516082287,36.3604126,16.25707626,0.2409944534,11.34982491,3.747959137,-2.070999146,1.978462696,10.00014496,9.82443428,-1.02197504,5.954297543,33.49312973,3.612411499,28.20326424
632.8900146,38.58024597,4.433645248,36.17290115,16.00299454,0.5939078331,11.86621666,2.821536541,-2.015268564,2.09870863,9.685604095,10.05186081,-0.9252707958,5.614039898,32.45925903,3.413279533,27.30504799
633.9099731,36.99614716,4.841816902,34.67938232,14.12553024,0.1592059135,11.84283638,3.029651165,-2.407180309,1.496136189,10.21217918,9.399238586,-1.174794436,4.986822605,32.52134705,2.773783684,26.8187027
634.9199829,36.90865707,4.708797932,33.34863281,13.33009911,0.2943844795,10.28734779,3.051346302,-2.132210732,2.086886406,9.053256989,9.344713211,-1.078749895,4.936044216,30.337183,2.545182705,25.76686668
635.9400024,35.55957794,4.576481342,32.67974091,13.65686226,-0.1055836678,10.59621239,2.523607731,-2.219671488,1.220385075,8.904600143,8.928215027,-1.200716734,4.692492008,29.40067863,2.953511238,25.0933857
636.9500122,35.01470566,4.331651688,31.72661781,13.47175026,-0.1497840881,10.05776405,2.971208096,-2.368474245,0.6171998978,7.981469631,8.727777481,-1.090256929,4.663228512,29.38370705,2.569932938,22.98029327
637.9699707,33.3975296,4.419001579,30.16691208,12.41880798,-0.1230649948,9.004795074,2.514649868,-2.678108215,0.9306483269,8.21075058,8.09107399,-1.43838954,4.532912731,27.57236671,2.255661488,23.25096893
638.8400269,33.20540237,3.721385717,29.93461227,12.55515099,-0.3999738693,9.417495728,2.300293446,-2.489678621,1.150555134,8.494052887,8.396284103,-1.352869034,4.212059498,26.81598663,2.435034752,22.31624222
639.8499756,31.6985054,4.04597044,29.04024315,11.57314301,-0.4213178158,8.89802742,2.007429123,-2.417716026,1.052919388,7.183475018,7.767877102,-1.651384115,3.98750639,25.53359604,1.822486877,21.90198326
640.8599854,31.41127586,3.344644785,27.97165108,11.57959366,-0.4748346806,8.255620956,1.747416496,-2.435945988,0.673368454,6.812468052,7.74588728,-1.527833462,3.939308643,24.93597603,1.731397152,20.6802597
641.8800049,29.73611641,3.517880678,26.80016136,11.23355675,-0.7216775417,7.986036777,1.455053806,-2.573499918,0.5866670609,7.423787594,6.977784634,-1.516518116,3.527283192,24.14507866,1.503201008,20.19713211
642.8900146,29.31809998,3.533308744,26.96994972,10.00594711,-0.6978125572,7.530224323,1.224982262,-2.65286541,0.255051136,6.258626461,6.343738079,-1.825689793,3.357982159,22.41081619,1.291078568,18.87203598
643.9099731,28.31675339,3.118996143,25.78282928,10.18750381,-0.8507201672,7.525751591,0.8345413208,-2.73433733,0.3069257736,6.721810818,6.161725521,-2.007317066,2.55589962,22.78154945,1.35302639,18.42284203
644.9199829,27.62337112,3.77011919,25.59960175,10.08115959,-0.9292869568,6.490661144,1.026185513,-2.613657236,0.2127189636,5.725850582,6.184184551,-1.738086939,2.890483379,20.99964714,1.084607601,17.48861504
645.9400024,27.04709053,3.27223444,23.64554024,9.035104752,-0.9361498356,6.415147305,0.5825710297,-2.948359966,0.1536192894,6.043220043,5.895404339,-1.937139034,2.395867348,20.57931328,0.6645383835,17.28397942
646.9500122,25.33157539,2.66977334,24.04128647,8.629524231,-1.263944387,5.951863766,0.56924963,-2.67154479,-0.02557373047,5.443128109,5.32221365,-2.163907528,2.720353603,19.56166649,0.2864117622,16.64268303
647.9699707,24.71343231,3.249450445,22.24809837,8.576246262,-1.045262575,6.217903614,0.4125638008,-2.924411535,-0.08921670914,4.978729725,5.205679417,-2.181568623,1.975849628,19.24102211,0.4576306343,15.37179947
648.8400269,23.81359863,2.705228567,22.51642418,8.131065369,-1.305242777,5.352044582,0.4165887833,-3.196802139,-0.1042957306,4.83019495,4.794904232,-2.136259079,2.247128487,19.07046318,0.36358881,16.00333405
649.8499756,24.23438072,2.524517059,21.8519249,7.721338749,-1.330404282,5.004583836,0.615749836,-2.832795143,-0.7136142254,3.662412643,4.583291531,-2.373520374,1.881387234,17.57043839,0.4067826271,14.39338684
650.8499756,22.69115067,2.34939146,19.74985123,7.416927814,-1.524615526,4.84693861,0.1127119064,-3.117582321,-0.6888411045,3.604775906,4.151799679,-2.292814732,1.58766222,17.0626297,-0.08731031418,13.8968029
651.8499756,22.15743446,2.342825174,19.94555855,6.510077,-1.68632102,4.551260471,0.4918961525,-3.145000935,-1.010690212,3.703519344,3.75342226,-2.746610165,1.583944798,16.15532875,-0.2335808277,13.37287521
652.8499756,21.71414566,2.322580576,19.03851891,6.449114323,-1.80407548,4.18144083,-0.1837048531,-2.737271786,-1.21281743,3.386010647,3.292811871,-2.59704566,1.314108849,15.1679821,-0.5149161816,12.94509888
653.8499756,20.28291321,2.31167388,18.16157532,6.152541637,-1.65092063,4.342391491,-0.4407396317,-3.062087059,-0.9403944016,3.499438763,3.172113895,-2.451080084,1.082489491,14.25078201,-0.2166028023,11.87038422
654.8499756,19.85546112,2.346574783,17.5244236,5.640342236,-1.662546873,3.799581051,-0.4796104431,-2.944920778,-1.084346294,2.733458042,3.139019966,-2.223310232,0.8796401024,13.59305,-0.1838054657,12.35737228
655.8499756,18.96681976,2.207948685,17.3301506,5.939488888,-1.555832863,3.450063229,-0.6403906345,-3.178235769,-1.289164543,2.893640518,3.080321789,-2.601442814,0.8842325211,14.02519989,-0.8853626251,11.39188194
656.8499756,18.54366875,2.174847603,16.16485023,4.954703808,-1.60739994,3.099290848,-0.5421574116,-3.149844646,-1.277751207,2.819107533,2.55339098,-2.597041845,0.8929772377,13.09347916,-0.6621732712,10.81788826
657.8499756,17.59329605,2.089864016,16.39219475,5.021863461,-1.925879955,2.983447552,-0.803732872,-3.130254507,-1.302343845,2.452691555,2.707715988,-2.576571465,0.5195479393,12.73812103,-0.8604934216,10.65371895
658.8499756,17.5918026,2.337483406,16.21295547,4.529913425,-2.115105629,2.880087376,-0.9233486652,-3.206345558,-1.416891336,2.066488743,2.499032497,-2.82215023,0.2931308746,12.55072975,-0.9415984154,9.754375458
659.8499756,16.74789238,1.985035896,15.12802601,4.333256245,-2.067372799,1.983641148,-0.9110910892,-3.248553514,-1.639568329,2.126881123,1.996385098,-2.639906406,0.01970338821,11.41269684,-0.7770144939,9.464670181
660.8499756,15.99228764,2.062265635,14.81256866,4.22202158,-2.383738041,1.724942207,-0.8467154503,-3.248074532,-1.819046974,2.156824589,2.06999588,-2.799312115,-0.2395663261,11.30178642,-1.166949034,9.019748688
661.8499756,15.67329502,1.811776519,14.11687469,3.56962347,-2.112219572,2.329353809,-0.9654619694,-3.307133436,-1.124903679,1.649715424,1.877065659,-2.625020504,-0.1909666061,10.95873451,-1.386392593,8.423446655
662.8499756,14.32651043,2.017133236,13.79811192,3.408738613,-2.170764685,1.883852959,-1.144969225,-3.340132236,-1.553728342,1.500586987,1.211184025,-2.814269304,-0.6008925438,10.25681305,-1.821520805,7.93618536
663.8499756,14.10471535,1.598960757,13.02821445,3.188466549,-2.370645046,1.597709656,-1.787197351,-3.340511799,-1.663955688,1.268671513,0.7878284454,-2.92412591,-0.3911788464,8.998836517,-1.548032522,7.441449642
664.8499756,14.36885738,1.747577786,12.4984026,3.738613129,-2.387591362,1.31727457,-1.227206945,-3.036101818,-1.884147644,0.7195234299,1.071674347,-2.980953217,-0.573600769,10.58316612,-1.505988359,6.865157604
665.8499756,13.17881775,2.03045702,12.45223141,2.50355196,-2.612960339,0.9897413254,-1.612897396,-3.282928705,-2.251924753,1.125796795,1.022037506,-2.965068817,-0.1749510765,8.849981308,-1.405027866,6.812563419
666.8499756,13.33333397,1.501313686,11.68774033,2.6031394,-2.520102501,1.010024071,-1.408412457,-3.387872934,-2.398332596,0.885509491,1.274440765,-2.639056206,-1.020668745,8.310268402,-1.508643389,6.585690975
667.8499756,12.58606052,1.452488303,11.30478191,2.596076965,-2.295198917,0.5212755203,-1.530225992,-3.062732697,-2.29782486,0.3780584335,0.343082428,-2.621578217,-0.7938659191,8.042488098,-1.79575181,5.90379858
668.8499756,12.17458248,1.55228126,11.28628159,1.438913822,-2.702936649,0.7648720741,-2.039967299,-3.301869869,-2.113261461,0.397632122,0.3592581749,-2.915953159,-1.019049644,7.532878399,-1.97629714,5.58438158
669.8499756,11.8101635,1.599600077,11.19222641,2.087574005,-2.581929684,0.4521608353,-1.684546709,-3.334405184,-2.463874578,0.4265394211,0.3161735535,-2.76509285,-0.5265672207,7.33271265,-1.856627226,5.228956699
670.8499756,11.32220268,1.471043706,10.39116764,1.975845337,-2.678466558,0.5028662682,-2.013376474,-3.355006695,-2.025305271,0.1926102638,-0.3141922951,-2.982888222,-1.044411421,7.173213482,-1.655924797,4.75809145
671.8499756,11.60570049,1.545203447,9.453912735,1.663521767,-2.639839172,0.1724290848,-2.023720026,-3.457056284,-2.20823741,0.4196214676,0.1213364601,-3.046374321,-1.27223134,6.913389683,-1.978331566,4.700970173
672.8499756,10.44482613,1.363705277,9.200793266,1.866959095,-2.943424702,0.2052221298,-2.270541191,-3.402399302,-2.243180037,-0.2059817314,-0.3027925491,-3.077800512,-1.32388258,5.859472752,-1.767972231,4.69319582
673.8499756,10.06997776,1.009316802,9.344397545,0.9359307289,-2.844210148,-0.04423046112,-2.17784071,-3.689664841,-2.651604176,0.00518655777,0.06670236588,-3.06780529,-1.423346758,5.741134167,-2.292549372,4.312990665
674.8499756,9.35956955,1.093340755,9.016788483,0.9158444405,-2.555828571,0.08364343643,-2.283896446,-3.341247559,-2.441545486,-0.5729484558,-0.5454142094,-2.95123601,-1.463435411,5.479158878,-2.215401173,3.760149002
675.8499756,9.517334938,1.072221756,8.020766258,0.9229283333,-2.820375919,-0.2344079018,-2.484136105,-3.406497955,-2.612941265,-0.4718203545,-0.2019305229,-3.320801735,-1.521759272,5.4422822,-2.370717049,3.759409904
676.8499756,8.776862144,1.148449659,7.713815212,0.9401788712,-2.568109512,-0.7381796837,-2.534949303,-3.459130287,-2.722453594,-0.6699414253,-0.4196310043,-3.058605194,-1.870234728,4.218879223,-2.27985096,3.064105988
677.8499756,8.797511101,1.308480382,7.932246685,0.7463445663,-3.011659622,-0.7166936398,-2.268760443,-3.511429787,-2.652611256,-0.821420908,-0.7109982967,-3.044016838,-1.762098312,4.163776875,-2.779810905,2.79497242
678.8499756,8.602255821,1.177915335,7.431874752,0.274641037,-3.187886715,-0.726388216,-2.288413525,-3.405448437,-2.961666584,-0.9381961823,-0.9086275101,-3.070610523,-1.817372561,4.040201664,-2.757073641,2.689004421
679.8499756,7.860738754,1.049855351,7.01375103,0.5719623566,-3.081113338,-0.7266054153,-2.409739494,-3.485011816,-2.728113413,-0.8012139797,-0.9757497311,-3.224132538,-1.867738485,3.323613644,-2.50941515,1.890521049
680.8499756,7.384585381,1.140901327,6.670061111,0.3985915184,-3.179222107,-0.8100156784,-2.745526791,-3.814035892,-2.914551735,-1.108348846,-0.8089601994,-3.22228241,-2.149260759,3.304608822,-2.641512871,2.091311455
681.8499756,7.264640808,1.13139236,6.758473396,0.2111487389,-3.045800924,-1.009230614,-2.629563332,-3.758012056,-3.026566505,-1.197093964,-1.153053522,-3.375997066,-1.962783813,2.696874619,-2.733614683,2.179290771
682.8499756,7.161264896,0.9499762654,6.76137495,-0.2790987492,-3.288223267,-1.396595478,-2.823497772,-3.785585165,-3.162925482,-1.504289389,-1.286628962,-3.025067091,-2.186200619,2.56700182,-2.631626844,1.077885151
