"wavelength","dsred_5ul","dsred_5ul_cu","dsred_5ul_cu_edta","lipo_uncleaved_100ul","lipo_uncleaved_100ul_cu","lipo_uncleaved_100ul_cu_edta","lipo_cleaved_100ul","lipo_cleaved_100ul_cu","lipo_cleaved_100ul_cu_edta","lipo_cleaved_275ul","lipo_cleaved_275ul_2","lipo_cleaved_275ul_cu","lipo_cleaved_275ul_cu_edta","lipo_uncleaved_275ul","lipo_uncleaved_275ul_cu","lipo_uncleaved_275ul_cu_edta"
683.8499756,7.494934559,0.9800226092,6.547337532,-0.3726341724,-3.235654354,-1.132236242,-2.675211906,-3.509672642,-2.826392651,-1.125690699,-1.225042105,-3.131392956,-2.155366659,2.418750763,-2.755646229,1.616405964
684.8499756,6.707958698,0.9246301651,6.161337852,-0.3064622879,-3.041871071,-1.446553707,-2.623691559,-3.515794754,-2.997808695,-1.433682203,-1.308300257,-3.036372185,-2.174017429,2.556796074,-3.043774605,1.487558842
685.8499756,6.211027145,0.9125212431,5.877868176,-0.4402410984,-3.141809702,-1.52043891,-2.617754459,-3.561029434,-3.309463978,-1.335803986,-1.38650322,-3.433663607,-2.417866707,1.848508358,-2.662862778,1.107295513
686.8499756,6.109427452,0.7030405998,5.436031342,-0.6898305416,-3.101124287,-1.362632036,-2.803353786,-3.512553215,-3.152188301,-1.637791634,-1.573768854,-3.362979412,-2.469038963,1.443776608,-2.722315788,0.8016262054
687.8499756,5.988322735,0.8535636067,5.009456635,-1.050191879,-3.44786334,-1.906646967,-2.712376595,-3.518597841,-3.061182499,-1.452432632,-1.578550339,-3.461223364,-2.408719778,1.62430048,-2.670921326,0.925122261
688.8499756,6.089061737,0.9416428804,5.53369379,-1.181866646,-3.259965181,-1.808680296,-3.203044891,-3.613340616,-3.098134518,-1.506941795,-1.963757277,-3.473917961,-2.78337431,1.949213982,-3.02782011,0.4220333099
689.8499756,5.364593506,0.8529640436,4.922213554,-1.076956987,-3.219715118,-2.028898001,-3.243400097,-3.654858351,-3.41617012,-2.012274504,-2.004751205,-3.548163414,-2.704243183,1.458848953,-3.259990931,0.2566189766
690.8499756,5.499248028,0.5617566109,4.996430874,-1.314002037,-3.372472048,-1.560514927,-3.049352646,-3.363069296,-2.935506821,-2.117320776,-1.778753042,-3.513116837,-2.303079844,1.104336262,-3.076963425,0.2582268715
691.8499756,5.155887127,0.6231927276,4.716865063,-1.169270992,-3.16040349,-2.161160231,-3.015667439,-3.685619831,-3.116004467,-1.793624401,-2.147663355,-3.392054558,-2.575232983,0.8877911568,-3.258206844,0.08986997604
692.8499756,4.960367203,0.7287252545,4.309071064,-1.446689606,-3.363936901,-1.851781607,-3.176618099,-3.612515211,-3.284139395,-1.782072067,-2.204810381,-3.384789467,-2.635657787,0.690887928,-2.960299015,0.02887821198
693.8499756,4.689648151,0.6126471758,4.382055759,-1.567152977,-3.367859364,-2.043343782,-3.277266979,-3.742858171,-3.204249144,-1.933368444,-2.054951429,-3.384233475,-2.781612396,0.5024518967,-3.435516834,-0.1732177734
694.8499756,4.808963776,0.392238915,4.355337143,-1.915465593,-3.185839176,-2.23287344,-3.163671255,-3.717469692,-3.280864716,-1.993362904,-2.007550955,-3.535326958,-2.480792046,0.3303952217,-3.085216045,0.2636823654
695.8499756,4.553339005,0.5769761801,4.362915039,-1.497397661,-3.331813335,-2.248489857,-3.299975157,-3.536590576,-3.518664837,-2.265720844,-1.965346098,-3.398177147,-2.600636959,0.4949588776,-3.318721533,-0.05130052567
696.8499756,4.107125759,0.4235282242,4.332651615,-1.766038179,-3.469638824,-2.102673769,-3.003608465,-3.67202425,-3.235458851,-2.312465191,-2.226647377,-3.448003769,-2.743779659,0.436393261,-3.095071316,-0.4599235058
697.8499756,4.25336504,0.3241410255,3.677468777,-1.910252333,-3.413538933,-2.436388016,,,,,,,,,,
698.8499756,4.026878357,0.4256491065,3.66678977,-1.803959608,-3.798590422,-2.579566956,,,,,,,,,,
699.8499756,4.052174568,0.7239864469,3.72520566,-1.673897505,-3.457801104,-2.510464668,,,,,,,,,,
700.8400269,3.738953114,0.6879857183,3.619415998,-1.867099762,-3.638184071,-2.48688221,,,,,,,,,,
