"time","ref_xo","ref_xo_sod","hs_0.5ul","hs_1ul","hs_0.25ul"
0.0008333333535,0.08060397953,0.05281654373,0.04696408287,0.0537985526,0.08017259091
0.002499999944,0.08029720187,0.052690126,0.04731462896,0.05415398628,0.08207453042
0.004166666884,0.0806773752,0.05254022777,0.04741679505,0.05341603979,0.08258028328
0.005833333824,0.08124686033,0.05220523477,0.04658981413,0.05428437889,0.07951649278
0.007500000298,0.08116662502,0.05246296152,0.04582547396,0.0532560274,0.08010695875
0.009166667238,0.08025042713,0.05219428614,0.04616910964,0.05352334306,0.08214923739
0.01083333418,0.08922313154,0.05260453373,0.04583879188,0.05514191091,0.085628286
0.01250000019,0.08104153723,0.05212682858,0.04539002106,0.0534041822,0.08160366118
0.01416666713,0.07936229557,0.05258691683,0.04557955638,0.0537142083,0.07785833627
0.01583333313,0.08129598945,0.05188855156,0.04543232173,0.05317266658,0.08217447996
0.01750000007,0.07992760092,0.05169163272,0.04517534375,0.05549697578,0.08185599744
0.01916666701,0.07891280204,0.05204569548,0.04538815096,0.0552967079,0.08052663505
0.02083333395,0.07940102369,0.05498311296,0.04493539408,0.05410724878,0.08102104068
0.02249999903,0.07939492911,0.05164370313,0.04510224611,0.0556688793,0.07898069918
0.02416666597,0.07964148372,0.05180973932,0.04472335428,0.05345647037,0.08372993767
0.02583333291,0.08025687933,0.05243331566,0.04506540298,0.05471815914,0.08006886393
0.02749999985,0.07996083051,0.05180174857,0.04592530429,0.05374959856,0.07870423049
0.02916666679,0.07995043695,0.05198191106,0.0468361564,0.05535225198,0.07879748195
0.03083333187,0.07932662219,0.05205024779,0.0456190072,0.05440451205,0.0831239596
0.03249999881,0.07993217558,0.05191218108,0.04510905221,0.05308990553,0.07953884453
0.03416666761,0.07902105898,0.05185328797,0.04487625882,0.05364955962,0.07920303196
0.03583333269,0.07907363772,0.05313153192,0.0468111001,0.05372047797,0.07916861027
0.03750000149,0.08047846705,0.05369112641,0.04460515082,0.05687151104,0.07769893855
0.03916666657,0.0806838274,0.05216258392,0.04426509887,0.05433272198,0.07752814889
0.04083333537,0.08001989871,0.05097468197,0.0459716022,0.05420014635,0.08069745451
0.04250000045,0.07976545393,0.05132608861,0.04607279226,0.05470483005,0.0807550326
0.04416666552,0.07961275429,0.05140979961,0.04639683664,0.05596862733,0.07970909029
0.04583333433,0.07965376973,0.05137311295,0.04560500383,0.05590526387,0.08227749169
0.0474999994,0.0799106732,0.05222890899,0.04455911368,0.0559228994,0.07954410464
0.04916666821,0.07877284288,0.05082269385,0.04498101398,0.05405509099,0.07974221557
0.05083333328,0.07894055545,0.05113781244,0.04507444799,0.05351815745,0.07787518203
0.05249999836,0.07909233123,0.0513965115,0.04510066658,0.05432820693,0.08010808378
0.05416666716,0.08104347438,0.05217038095,0.04595289752,0.05418149382,0.08048865199
0.05583333224,0.08029894531,0.0520859994,0.04807315394,0.05600953102,0.07896567136
0.05750000104,0.07930856943,0.05081902817,0.04553421959,0.05460935831,0.07708740234
0.05916666612,0.07951633632,0.05142183229,0.04494262859,0.05318302289,0.07950505614
0.0608333312,0.08070807904,0.0513029024,0.04597390443,0.05426901206,0.08068560809
0.0625,0.07902754843,0.05136297643,0.04614746198,0.05750417337,0.08025646955
0.06416666508,0.07930133492,0.05117590353,0.04433294758,0.05601368472,0.0777195245
0.0658333376,0.0788525492,0.05079388618,0.04475609213,0.05647640303,0.07760926336
0.06750000268,0.08027145267,0.05131586269,0.04642944783,0.0591220744,0.0789052248
0.06916666776,0.07936199009,0.0513725318,0.04426770657,0.05431779101,0.07789162546
0.07083333284,0.07967687398,0.05202553421,0.04576057941,0.05352665111,0.07987760007
0.07250000536,0.0797021538,0.05213211104,0.04438208789,0.0550037697,0.0795038417
0.07416667044,0.07961104065,0.05126083642,0.04468849301,0.05562167987,0.08149778098
0.07583333552,0.07982514799,0.05089984462,0.04459011927,0.05346399173,0.07931593806
0.0775000006,0.07913158834,0.05053162202,0.04524684325,0.05371543765,0.08016417921
0.07916666567,0.07915221155,0.05049978197,0.04499255493,0.05241114646,0.07901658863
0.0808333382,0.07888001949,0.05119299889,0.04576595873,0.05264787003,0.0789540261
0.08250000328,0.0877077505,0.05311011896,0.04519754648,0.05288504437,0.07823976129
0.08416666836,0.08930627257,0.05127371103,0.04537884146,0.05431204289,0.07750110328
0.08583333343,0.0794570595,0.05113120377,0.04645312577,0.05433920771,0.0833972916
0.08749999851,0.07926389575,0.05092595145,0.04510457441,0.05796416849,0.08531281352
0.08916667104,0.07981332392,0.0509170182,0.0440589115,0.05336955562,0.08193914592
0.09083333611,0.07977166772,0.050216306,0.0438606441,0.05417879671,0.07796243578
0.09250000119,0.07995454967,0.05133320019,0.04343107343,0.05453301594,0.07648929954
0.09416666627,0.07929632813,0.0508164987,0.0442436561,0.05292258784,0.0786780417
0.09583333135,0.07878088206,0.05089879781,0.04473402724,0.05456738546,0.07916734368
0.09750000387,0.07818970084,0.04964108393,0.04477512091,0.05327004567,0.08331690729
0.09916666895,0.08107569814,0.050060343,0.04471055418,0.05491343141,0.08140771836
0.100833334,0.07924431562,0.05080287904,0.04430032521,0.05349672586,0.07963430136
0.1024999991,0.0792806074,0.05107724667,0.04441360012,0.05229994282,0.08159641176
0.1041666642,0.07900454104,0.04993028566,0.04459548369,0.05268250033,0.07841768116
0.1058333367,0.07892882079,0.05047672242,0.04567689076,0.05282215774,0.07972958684
0.1075000018,0.07867407054,0.05044506118,0.04453424364,0.05309519917,0.08280099183
0.1091666669,0.07866296917,0.05047739297,0.04454115778,0.05429224297,0.0774146542
0.1108333319,0.07919781655,0.05064871535,0.04410690442,0.0532563217,0.07853093743
0.112499997,0.08074053377,0.05050737038,0.04366100207,0.05247852951,0.07954755425
0.1141666695,0.079387784,0.05094274879,0.04396947473,0.05547291413,0.07577919215
0.1158333346,0.07964962721,0.04981356114,0.04375742003,0.05603685975,0.07841076702
0.1174999997,0.08666511625,0.05148166046,0.04379544035,0.05474408716,0.07666502148
0.1191666648,0.07853730023,0.05049669743,0.04363704473,0.05336665735,0.0786640197
0.1208333299,0.07819397748,0.0492433086,0.04420221224,0.05585733429,0.07985756546
0.1225000024,0.07860101014,0.04921269044,0.04370671883,0.05586160347,0.07936979085
0.1241666675,0.07862108201,0.05006621033,0.04345313087,0.05540115386,0.07570624352
0.1258333325,0.07855237275,0.04947648197,0.04321701825,0.05546944216,0.07915246487
0.1274999976,0.07859964669,0.04991073906,0.04285725206,0.05504646152,0.07786595821
0.1291666627,0.07933367789,0.04968392104,0.04361068457,0.05649521202,0.08279503882
0.1308333427,0.07935024053,0.05015560612,0.04428278282,0.05383010954,0.08211505413
0.1325000077,0.07820823789,0.05006580427,0.04371441901,0.05436983332,0.08006908
0.1341666728,0.0788859129,0.04921330139,0.04348760843,0.05451695994,0.07761140168
0.1358333379,0.07854297757,0.04959418997,0.04513765872,0.05697471276,0.0800646916
0.137500003,0.07796026766,0.04997262731,0.04312732816,0.05825890601,0.07608035207
0.1391666681,0.07891835272,0.04989622161,0.04407851025,0.05785641447,0.07615678757
0.1408333331,0.07889730483,0.05066881329,0.04447441921,0.05217011645,0.07593730092
0.1424999982,0.07820271701,0.05163379014,0.04405808076,0.05235127732,0.07897855341
0.1441666782,0.07836540043,0.04920254648,0.04335480928,0.05470803007,0.07740352303
0.1458333284,0.07902301848,0.04956427589,0.04335071892,0.05446340516,0.07932025194
0.1475000083,0.07763003558,0.04931849614,0.04333887622,0.05541626737,0.07547306269
0.1491666585,0.0782186836,0.04999995604,0.04336979985,0.05291545019,0.07766126841
0.1508333385,0.07843542099,0.04901165143,0.04456771538,0.05377347395,0.07995526493
0.1525000036,0.07968685776,0.04941255227,0.04430015385,0.05419422314,0.07662092149
0.1541666687,0.08221686631,0.04944973812,0.04349510372,0.05621911213,0.07647775114
0.1558333337,0.08587383479,0.04892834648,0.04440542683,0.05609803647,0.07543502748
0.1574999988,0.07849191874,0.04864334688,0.04377645999,0.05492239073,0.07656703889
0.1591666639,0.07870671898,0.04962953553,0.04373640567,0.05298583955,0.08286351711
0.1608333439,0.07980734855,0.0495785214,0.04370540008,0.05517594516,0.07693511993
0.162499994,0.07925838977,0.04874721542,0.04564039782,0.05448872969,0.0755296424
0.164166674,0.08603928983,0.04854106158,0.0452234298,0.05700455233,0.07967951894
0.1658333242,0.08063910156,0.04972409084,0.04309679568,0.05532155186,0.0773672685
