"time","quinone_50uM","quinone_20uM","quinone_10uM","quinone_5uM","quinone_2uM","quinone_0.5uM","quinone_0.25uM"
0.0008333333535,0.01987315901,0.02689065412,0.009869295172,0.006184679456,0.007211447693,0.005857506301,0.02052538469
0.002499999944,0.02004903369,0.02646114118,0.01004447602,0.006922977511,0.007826677524,0.006116363686,0.01969248056
0.004166666884,0.02023742907,0.02665043809,0.009328387678,0.005894213915,0.007296809927,0.005941684358,0.02007701248
0.005833333824,0.0193998795,0.02684174664,0.009869454429,0.00701364968,0.007115497719,0.005955356639,0.02030637488
0.007500000298,0.0198183991,0.02672137506,0.009792295285,0.006489028689,0.00692084711,0.005535822827,0.01994207501
0.009166667238,0.01985345967,0.02700123936,0.009821393527,0.006293503102,0.008144682273,0.005774052814,0.01946097799
0.01083333418,0.02039923333,0.02688690834,0.009555423632,0.006298283115,0.006997155491,0.005986272823,0.01985083148
0.01250000019,0.02001393028,0.02653746679,0.009687408805,0.00605976535,0.007217211649,0.005919746123,0.02055743523
0.01416666713,0.01959465444,0.02665167674,0.009804580361,0.005695126951,0.006945861038,0.005963440053,0.01981344074
0.01583333313,0.02006128803,0.02672368661,0.009775668383,0.006507290993,0.00710010482,0.006279294845,0.02011090145
0.01750000007,0.0194510147,0.02706231363,0.009472236037,0.006370357703,0.007582288235,0.005484962836,0.01997549459
0.01916666701,0.01981002651,0.02731295675,0.009499805048,0.006560635753,0.007529713213,0.00644927565,0.01963381469
0.02083333395,0.01936342008,0.0271669887,0.009482633322,0.006056195591,0.007136759814,0.005815003533,0.02025424317
0.02249999903,0.019390136,0.02730049565,0.009817395359,0.007657289971,0.00707163522,0.005643225275,0.02062988095
0.02416666597,0.0199053809,0.02692174725,0.01005430426,0.005982782226,0.007571725175,0.00608793227,0.01978713274
0.02583333291,0.01984386705,0.02727011964,0.009430833161,0.00582694076,0.007274644915,0.00593719678,0.01986207627
0.02749999985,0.01974275708,0.02709206939,0.009585671127,0.006171472371,0.007255140226,0.005752096884,0.02012632973
0.02916666679,0.01970364153,0.0266043935,0.01019211207,0.006544815376,0.007512435317,0.005958742462,0.02016320638
0.03083333187,0.01947413571,0.02629409172,0.009775112383,0.006473132409,0.006830010563,0.005843784194,0.01981325075
0.03249999881,0.01945117861,0.02667014673,0.009683649987,0.007120023947,0.007712910883,0.006018109154,0.01949739084
0.03416666761,0.01949909702,0.0266862493,0.009355471469,0.005662710406,0.007151022553,0.006285335403,0.02004030533
0.03583333269,0.01945753954,0.02718495764,0.009733733721,0.005883823149,0.00796001032,0.006184180733,0.01944898441
0.03750000149,0.01960917003,0.02736056596,0.01031991746,0.005700346082,0.007375843357,0.005762930494,0.02008126862
0.03916666657,0.02024499513,0.02723908424,0.009721848182,0.006373037118,0.007663850207,0.006097986829,0.02004412748
0.04083333537,0.01917410642,0.02688134462,0.009649002925,0.006589991506,0.007665984333,0.005742208101,0.02051979303
0.04250000045,0.01992061175,0.02757245861,0.009926842526,0.007032723166,0.006972585805,0.005824920721,0.019655779
0.04416666552,0.01930136234,0.02709540166,0.009413531981,0.005887864158,0.007262747269,0.006003988441,0.02080676891
0.04583333433,0.01965001039,0.02710466087,0.01009120978,0.006115050986,0.006917770021,0.005955199245,0.01998164691
0.0474999994,0.02001094818,0.02713050507,0.009505043738,0.006109117996,0.006924266461,0.005995406304,0.01999519952
0.04916666821,0.01965407282,0.02692989819,0.009798332117,0.005902532022,0.0075049554,0.006124318577,0.01938407309
0.05083333328,0.01927275769,0.02707421593,0.009664804675,0.007700105198,0.007743372582,0.005741972011,0.01983527839
0.05249999836,0.01940042153,0.02753516845,0.00961060077,0.006591463462,0.00707213534,0.005934231449,0.0198808834
0.05416666716,0.01999915764,0.02652334981,0.009719359688,0.005970420782,0.006857438479,0.00586915575,0.02035132423
0.05583333224,0.01944757812,0.02647288889,0.009329604916,0.007254087366,0.007021989208,0.005780112464,0.02005152777
0.05750000104,0.01987855323,0.02636417188,0.01022571605,0.006092815194,0.007197156549,0.006105258595,0.02035558224
0.05916666612,0.01949157007,0.02741857432,0.009407845326,0.006304008886,0.007194709033,0.005749395117,0.02064814977
0.0608333312,0.01949116401,0.02699068747,0.009614993818,0.006306950469,0.007177996915,0.005853177048,0.01943842694
0.0625,0.01939411461,0.02714871988,0.009788747877,0.006149207242,0.007620986085,0.005957298912,0.01984115876
0.06416666508,0.01965163648,0.02722083963,0.009551878087,0.00686277682,0.007466083393,0.006153539754,0.01992757618
0.0658333376,0.01960841194,0.02691370435,0.009620498866,0.00606039539,0.006894861814,0.005813350901,0.01929364912
0.06750000268,0.01948014461,0.02738289721,0.009897339158,0.005860471167,0.007765192073,0.006199331488,0.02007058635
0.06916666776,0.01948875561,0.02746920101,0.009588819928,0.006388640963,0.007148338482,0.005816997495,0.01978030428
