"time","wt_sol","mut_sol","neg_sol","wt_lipo","mut_lipo","neg_lipo"
0.0008333333535,0.09213275462,0.1195162088,-0.005863942206,0.1068805754,0.1137188748,0.00500339875
0.002499999944,0.09142678231,0.1198622882,-0.006104604341,0.1072076187,0.1143966988,0.00503594894
0.004166666884,0.091347076,0.1204490662,-0.005990443286,0.1066007316,0.113181904,0.004964645486
0.005833333824,0.09176649898,0.1203308553,-0.006142022088,0.1064127982,0.1126617566,0.005041736644
0.007500000298,0.09164212644,0.1199301481,-0.006002187263,0.1058521718,0.1116947755,0.005238219164
0.009166667238,0.0917937085,0.1198706105,-0.006087502465,0.1063604131,0.1133988947,0.004942703992
0.01083333418,0.09140598774,0.1192687452,-0.006158764474,0.1060298458,0.1139221415,0.004930503201
0.01250000019,0.09187321365,0.1190183535,-0.006106391083,0.1060264781,0.1131369919,0.005258917809
0.01416666713,0.09109353274,0.1193751469,-0.006167135201,0.1061217189,0.1128204614,0.00517332647
0.01583333313,0.09230534732,0.1206798702,-0.006509797648,0.1061944366,0.1117080674,0.005162952933
0.01750000007,0.09182777256,0.1197862253,-0.006204394158,0.1060886383,0.1131041721,0.005071565975
0.01916666701,0.09144579619,0.1205573976,-0.006382172927,0.105940707,0.1135409549,0.005187105853
0.02083333395,0.09177497029,0.1202974543,-0.006274514366,0.1060863286,0.1127129272,0.005190144759
0.02249999903,0.0916499272,0.1197058037,-0.006491743028,0.1065283716,0.1125746965,0.005153181963
0.02416666597,0.09195292741,0.1207839921,-0.00627624942,0.1060354635,0.1148509681,0.005097207148
0.02583333291,0.09153300524,0.1203371361,-0.00628732238,0.1062631384,0.1129673943,0.005174007267
0.02749999985,0.09173794091,0.1203430146,-0.006138142664,0.1057930514,0.1141126826,0.005114729516
0.02916666679,0.09188601375,0.1196956784,-0.006196636707,0.106219165,0.1146324053,0.005190878175
0.03083333187,0.09249700606,0.1206432357,-0.006152383983,0.1064293012,0.1135498285,0.00505077187
0.03249999881,0.09098569304,0.1189014241,-0.006275483873,0.1062292159,0.1133964434,0.005094220862
0.03416666761,0.09127060324,0.1200067475,-0.00626859488,0.1067833826,0.1131678596,0.004930294119
0.03583333269,0.09152965248,0.1192779765,-0.006117877085,0.1058601663,0.1135894358,0.005070177838
0.03750000149,0.09187919647,0.1195614412,-0.006152537186,0.1058890671,0.1136950329,0.005045350641
0.03916666657,0.09148749709,0.119464606,-0.006324417889,0.1060955822,0.1140846387,0.005294736475
0.04083333537,0.09142834693,0.1194463372,-0.006130332593,0.1060151085,0.1135102585,0.005281739403
0.04250000045,0.09201621264,0.1208109334,-0.006168513559,0.1062663794,0.1144779995,0.005103257019
0.04416666552,0.09276136756,0.1205683649,-0.006096538622,0.1064652577,0.1142067835,0.005013952032
0.04583333433,0.09143544734,0.1191635579,-0.005937641021,0.1057580486,0.1129262671,0.005334777292
0.0474999994,0.09216693044,0.1193044111,-0.006151005626,0.1067176759,0.1155473888,0.005058968905
0.04916666821,0.09169787914,0.1197698861,-0.006014748476,0.1058671996,0.1134899184,0.005564952269
0.05083333328,0.09187174588,0.1196023524,-0.006185612176,0.1067002341,0.1139481589,0.005035058595
0.05249999836,0.09180676192,0.120291546,-0.00607718993,0.106217511,0.1133871377,0.005123634823
0.05416666716,0.09185562283,0.1208171174,-0.006248029415,0.1070140228,0.1130359992,0.005077039823
0.05583333224,0.09230390936,0.1192018092,-0.006351357792,0.1057631299,0.1152161658,0.005583096761
0.05750000104,0.0913817957,0.1197976843,-0.00614248123,0.1060445234,0.113581568,0.005016465671
0.05916666612,0.09157148749,0.1199461818,-0.006155497395,0.1061254889,0.1132807061,0.00520793302
0.0608333312,0.09147445858,0.1194116101,-0.006194646005,0.1062932611,0.1139519289,0.005194729194
0.0625,0.09109793603,0.120154947,-0.006257776171,0.1054112092,0.1137443036,0.005162533838
0.06416666508,0.09138017148,0.1206370518,-0.006172137335,0.1060388684,0.1139626279,0.005049724132
0.0658333376,0.09175083041,0.1188971326,-0.006181528792,0.106286779,0.1148395389,0.005079580471
0.06750000268,0.09249226749,0.1196660772,-0.006404874846,0.1069471315,0.1152533591,0.005063237622
0.06916666776,0.09168516099,0.1202711314,-0.006407119334,0.106478788,0.1163185388,0.005256847944
0.07083333284,0.09163982421,0.1192396507,-0.006311967969,0.1057050154,0.1147867665,0.005099669099
0.07250000536,0.09176937491,0.1208350658,-0.006284974981,0.1064601988,0.1157666817,0.00512020383
0.07416667044,0.09174904227,0.1200567782,-0.006232259795,0.1062722281,0.1150683984,0.00507198507
0.07583333552,0.09160338342,0.1206877381,-0.006110117771,0.1059859693,0.1144613549,0.005143358838
0.0775000006,0.09129098058,0.1200736389,-0.006213989109,0.106611453,0.1154143959,0.00515011698
0.07916666567,0.0918026641,0.1197752059,-0.00619240012,0.1064109132,0.1143596843,0.005255694967
0.0808333382,0.0916249305,0.1193608344,-0.006295486819,0.1060608104,0.1150763929,0.005097704474
0.08250000328,0.09172691405,0.1196344718,-0.00619229814,0.1066810116,0.1149489805,0.005018036813
0.08416666836,0.09170906991,0.1201597601,-0.006280994974,0.1063597873,0.1144510433,0.005193393212
0.08583333343,0.09213678539,0.1196802631,-0.006190460641,0.1060917452,0.1147730798,0.005187446252
0.08749999851,0.09243051708,0.1201354563,-0.006253591739,0.1063436195,0.1147833616,0.005391097162
0.08916667104,0.09157893062,0.120320335,-0.006255122833,0.106029585,0.115199022,0.005094220862
0.09083333611,0.09192893654,0.1203813627,-0.006485520396,0.1062486246,0.1149171367,0.005077694543
0.09250000119,0.09250536561,0.1210996807,-0.006276912522,0.1056727245,0.1157148778,0.00515095517
0.09416666627,0.09160719067,0.1200266778,-0.006262981333,0.1060380787,0.115316689,0.005247336812
0.09583333135,0.09176924825,0.1207025647,-0.006261450704,0.1063953713,0.1146385744,0.005052892957
0.09750000387,0.09163157642,0.1210067049,-0.006392886396,0.1074337512,0.1155322865,0.005039301235
0.09916666895,0.09113912284,0.1199047267,-0.006173668429,0.1061122715,0.1153100729,0.005101318937
0.100833334,0.09173791111,0.1196727976,-0.006118642632,0.1063014567,0.1163548827,0.005235625431
0.1024999991,0.0917551443,0.1198540032,-0.006223532837,0.1062559634,0.1155979559,0.005144642666
0.1041666642,0.09196716547,0.1201128587,-0.005885445513,0.1063294634,0.115290828,0.005154177547
0.1058333367,0.09151670337,0.1190272793,-0.006265379954,0.1063858792,0.1157056913,0.005236568395
0.1075000018,0.09266612679,0.1189792082,-0.006230014376,0.1059190333,0.114879638,0.005120963324
0.1091666669,0.09190197289,0.1197402477,-0.006283137947,0.1060304418,0.1154700816,0.005065228324
0.1108333319,0.09155675024,0.1192083508,-0.006304926705,0.1066173762,0.1153587848,0.005290203262
0.112499997,0.09186819196,0.1201389357,-0.006185969338,0.1068097949,0.115380466,0.004978994373
0.1141666695,0.09202456474,0.1203915402,-0.00625124434,0.1061900109,0.1162399799,0.005104749929
0.1158333346,0.0921209082,0.1196846291,-0.006479960866,0.1065477282,0.1158011556,0.005228682421
0.1174999997,0.09155892581,0.1190463826,-0.006346867885,0.1061614826,0.1172844246,0.005085525569
0.1191666648,0.09118788689,0.119928956,-0.006264461204,0.1059076041,0.1166872084,0.005310563371
0.1208333299,0.09182476252,0.1204719171,-0.006225370336,0.1061879918,0.1170230806,0.004938698374
0.1225000024,0.0916640237,0.1205164641,-0.006248998921,0.1056502387,0.1157402545,0.005293530878
0.1241666675,0.09256994724,0.1198696941,-0.006061312277,0.1052775234,0.1158227473,0.005052107386
0.1258333325,0.09178741276,0.1203193814,-0.006274973508,0.1059473753,0.1155671105,0.005208142567
0.1274999976,0.09197938442,0.1203064024,-0.006264410447,0.1060372517,0.1168076843,0.005177884363
0.1291666627,0.09174302965,0.1194768772,-0.006198882125,0.1056493446,0.1159122586,0.005197532009
0.1308333427,0.09193658084,0.1201448441,-0.006541366689,0.1056766212,0.1153843477,0.005148833618
0.1325000077,0.09206938744,0.1195929125,-0.006284005474,0.1057120487,0.1155681908,0.005009918939
0.1341666728,0.09164427221,0.1205629706,-0.00628308719,0.1056316197,0.1159266904,0.005286665633
0.1358333379,0.09170229733,0.1196770594,-0.006351561751,0.1054871753,0.116854161,0.005121198948
0.137500003,0.09137544036,0.1203219369,-0.006092097145,0.1064342335,0.1156389937,0.005440583453
0.1391666681,0.09257484972,0.1202144176,-0.006134467199,0.1061339155,0.1157351211,0.004906574264
0.1408333331,0.09132956713,0.1211150363,-0.005910879932,0.1055864245,0.116398707,0.005148728844
0.1424999982,0.09160674363,0.120825395,-0.006070042495,0.1058007479,0.1158156842,0.005145428237
0.1441666782,0.09208907187,0.1203079075,-0.006309059914,0.105367355,0.1164246649,0.005081151612
0.1458333284,0.09161703289,0.1207055449,-0.006278188433,0.105990231,0.1159333512,0.005019922275
0.1475000083,0.09143761545,0.1198531166,-0.006152587943,0.1068353206,0.1157329604,0.005195567384
0.1491666585,0.09171159565,0.120337002,-0.005935751367,0.105762206,0.1153989956,0.005172068719
0.1508333385,0.09212072194,0.1199732721,-0.005916651338,0.1061282977,0.1156422719,0.005634676199
0.1525000036,0.09161952883,0.1207700074,-0.006033639889,0.1057361215,0.1159334555,0.00538168801
0.1541666687,0.09241226315,0.1204761863,-0.006042779423,0.1058773771,0.1164917499,0.005555093754
0.1558333337,0.09170990437,0.1198921427,-0.0063010999,0.1062651575,0.1156261936,0.005325683858
0.1574999988,0.09178651869,0.1195303574,-0.006257061847,0.1060272381,0.1168474182,0.005296596792
0.1591666639,0.09197819978,0.1204536781,-0.00647144299,0.1063934863,0.1166289002,0.005089218728
0.1608333439,0.09180115908,0.1197894663,-0.006418648176,0.1059828624,0.1168830246,0.005070570856
0.162499994,0.09164427221,0.1202324107,-0.006173260044,0.1063376963,0.116306968,0.005099826027
0.164166674,0.09174414724,0.1208776385,-0.006071216892,0.1053572968,0.1159788594,0.005223468877
0.1658333242,0.09194038808,0.1197456345,-0.006223941222,0.1057573855,0.1158179492,0.005198554136
0.1675000042,0.09179659188,0.1192370281,-0.006324315909,0.1060334519,0.1155995056,0.005441893823
0.1691666692,0.09137039632,0.1193022355,-0.006210773718,0.1056776121,0.1173171476,0.005091916304
0.1708333343,0.09226881713,0.1200618967,-0.006205057725,0.1064425036,0.1166424453,0.005324635655
0.1724999994,0.09185412526,0.1198391244,-0.006387478672,0.1063978225,0.1165278703,0.005273773801
0.1741666645,0.09167208523,0.1205092892,-0.00636411272,0.1062649861,0.1168642938,0.005366618279
0.1758333296,0.09253297746,0.1192656457,-0.006553758867,0.1059147716,0.1159237474,0.005157739855
0.1775000095,0.09176528454,0.1199423298,-0.006427422166,0.1059575528,0.1184568033,0.005336952396
0.1791666597,0.09185949713,0.1204685718,-0.006425228901,0.1061742753,0.1162776724,0.005246052984
0.1808333397,0.09266299009,0.1208328456,-0.006052326877,0.1061566919,0.116900377,0.005250821356
0.1824999899,0.09206753224,0.1197329834,-0.006490671542,0.1054827869,0.115831472,0.005314992275
0.1841666698,0.09110987931,0.12064033,-0.006443184335,0.1053158566,0.1155563369,0.005191768985
0.1858333349,0.09203406423,0.1202597916,-0.006470626686,0.1059020236,0.1154068336,0.005260804202
0.1875,0.09153581411,0.1201198921,-0.006222154945,0.1059427187,0.1156529859,0.005318058189
0.1891666651,0.09167793393,0.1196245477,-0.006333346944,0.1057941467,0.1162060201,0.005179901607
0.1908333302,0.09138777107,0.119747512,-0.006310794502,0.1060359254,0.1171288639,0.005145087838
0.1924999952,0.09178315848,0.1211702228,-0.006485112477,0.1055822298,0.1162248552,0.005190354306
0.1941666752,0.09153166413,0.1195032895,-0.006421045866,0.105646871,0.1165353134,0.005286953878
0.1958333254,0.09171204269,0.1200141236,-0.00616999343,0.1059974656,0.1170047075,0.005148126278
0.1975000054,0.0912213549,0.1197156608,-0.005968638696,0.1061429083,0.1161949188,0.005113838706
0.1991666555,0.0915877223,0.1199046597,-0.006296303123,0.1056195349,0.1163223311,0.005203085952
0.2008333355,0.09238542616,0.1196848303,-0.006422525272,0.1052405462,0.1168889552,0.005377154332
0.2025000006,0.09195673466,0.1197877228,-0.006460884586,0.1054883972,0.115650177,0.005439010449
0.2041666657,0.09159587324,0.1197036207,-0.006445480045,0.1056387797,0.1174415275,0.005573106464
0.2058333308,0.09116958827,0.1198502108,-0.00656023575,0.1058552116,0.1167050898,0.005323980469
0.2074999958,0.09140917659,0.1193676889,-0.006150648464,0.105218254,0.1169237867,0.00511328876
0.2091666609,0.09162064642,0.1196704432,-0.006299211644,0.1058591083,0.1163974553,0.005223390181
0.2108333409,0.09188431501,0.1195717081,-0.006382325664,0.1055014953,0.1175766364,0.005314127542
0.2124999911,0.09169043601,0.119291231,-0.006417118013,0.1055556908,0.1164571941,0.005454423372
0.214166671,0.0915703699,0.1191643402,-0.006306355353,0.105801478,0.1160620004,0.005165912677
0.2158333212,0.09230931848,0.1192906871,-0.006365285721,0.1062434688,0.1158081517,0.005372777116
0.2175000012,0.09144359082,0.1196459308,-0.006158713251,0.1056556851,0.1162840948,0.005258576944
0.2191666663,0.09145442396,0.1199319884,-0.00624185428,0.1061952636,0.1163909584,0.005248646718
0.2208333313,0.09185882658,0.1192904487,-0.006187296472,0.1063465923,0.1162691414,0.005231773946
